sheet_no,session,box,pattern,total_amount,item1,item2,item3,item4,item5,amount1,amount2,amount3,amount4,amount5
DEN030013,3,13,S3,5,112,201,230,,,3,1,1,,
DEN030014,3,14,M1,1,306,,,,,1,,,,
DEN030015,3,15,M1,1,406,,,,,1,,,,
DEN030016,3,16,M1,1,313,,,,,1,,,,
DEN030017,3,17,S2,2,214,216,,,,1,1,,,
DEN030018,3,18,S1,1,105,,,,,1,,,,
DEN030019,3,19,S4,4,104,115,210,218,,1,1,1,1,
DEN030020,3,20,S1,1,202,,,,,1,,,,
DEN040001,4,1,L2,2,502,503,,,,1,1,,,
DEN040002,4,2,M1,1,311,,,,,1,,,,
DEN040003,4,3,M1,1,304,,,,,1,,,,
DEN040004,4,4,M2,2,315,401,,,,1,1,,,
DEN040005,4,5,S2,2,211,227,,,,1,1,,,
DEN040006,4,6,S1,1,213,,,,,1,,,,
DEN040007,4,7,M1,1,308,,,,,1,,,,
DEN040008,4,8,S1,1,103,,,,,1,,,,
DEN040009,4,9,M1,1,316,,,,,1,,,,
DEN040010,4,10,M1,1,305,,,,,1,,,,
DEN040011,4,11,M4,4,310,317,402,403,,1,1,1,1,
DEN040012,4,12,S2,2,111,220,,,,1,1,,,
DEN040013,4,13,M1,1,404,,,,,1,,,,
DEN040014,4,14,M1,1,303,,,,,1,,,,
DEN040015,4,15,M3,3,301,312,405,,,1,1,1,,
DEN040016,4,16,S1,1,231,,,,,1,,,,
DEN040017,4,17,S1,1,101,,,,,1,,,,
DEN040018,4,18,S2,2,106,212,,,,1,1,,,
DEN040019,4,19,S2,2,215,224,,,,1,1,,,
DEN040020,4,20,M1,1,302,,,,,1,,,,
DEN050001,5,1,S1,2,113,,,,,2,,,,
DEN050002,5,2,M1,1,401,,,,,1,,,,
DEN050003,5,3,M5,5,301,309,313,402,403,1,1,1,1,1
DEN050004,5,4,S3,5,112,114,212,,,3,1,1,,
DEN050005,5,5,S4,4,202,205,206,211,,1,1,1,1,
DEN050006,5,6,MIX4,4,109,224,307,315,,1,1,1,1,
DEN050007,5,7,M4,4,306,308,317,405,,1,1,1,1,
DEN050008,5,8,S1,1,218,,,,,1,,,,
DEN050009,5,9,M1,1,316,,,,,1,,,,
DEN050010,5,10,M5,5,303,305,311,312,314,1,1,1,1,1
DEN050011,5,11,M4,4,304,310,404,406,,1,1,1,1,
DEN050012,5,12,S1,1,203,,,,,1,,,,
DEN050013,5,13,MIX2,2,204,302,,,,1,1,,,
DEN050014,5,14,S2,2,216,222,,,,1,1,,,
DEN050015,5,15,S2,2,104,221,,,,1,1,,,
DEN050016,5,16,L1,1,503,,,,,1,,,,
DEN050017,5,17,S1,10,110,,,,,10,,,,
DEN050018,5,18,S4,4,217,229,231,232,,1,1,1,1,
DEN050019,5,19,S2,2,102,213,,,,1,1,,,
DEN050020,5,20,S1,1,225,,,,,1,,,,
