sheet_no,session,box,pattern,total_amount,item1,item2,item3,item4,item5,amount1,amount2,amount3,amount4,amount5
DEN030013,3,13,M1,1,317,,,,,1,,,,
DEN030014,3,14,S2,11,110,217,,,,10,1,,,
DEN030015,3,15,M1,1,401,,,,,1,,,,
DEN030016,3,16,S1,1,108,,,,,1,,,,
DEN030017,3,17,L1,1,502,,,,,1,,,,
DEN030018,3,18,M1,1,406,,,,,1,,,,
DEN030019,3,19,M2,2,312,405,,,,1,1,,,
DEN030020,3,20,M1,1,309,,,,,1,,,,
DEN040001,4,1,S1,1,102,,,,,1,,,,
DEN040002,4,2,M3,3,312,401,404,,,1,1,1,,
DEN040003,4,3,S4,5,101,113,201,204,,1,2,1,1,
DEN040004,4,4,S1,1,220,,,,,1,,,,
DEN040005,4,5,M1,1,306,,,,,1,,,,
DEN040006,4,6,S3,3,104,218,228,,,1,1,1,,
DEN040007,4,7,M2,2,308,309,,,,1,1,,,
DEN040008,4,8,S1,1,230,,,,,1,,,,
DEN040009,4,9,S1,1,219,,,,,1,,,,
DEN040010,4,10,S3,3,109,114,208,,,1,1,1,,
DEN040011,4,11,S4,4,209,215,217,232,,1,1,1,1,
DEN040012,4,12,M3,3,303,304,311,,,1,1,1,,
DEN040013,4,13,M1,1,315,,,,,1,,,,
DEN040014,4,14,S2,11,110,223,,,,10,1,,,
DEN040015,4,15,S5,5,103,115,210,226,227,1,1,1,1,1
DEN040016,4,16,M1,1,406,,,,,1,,,,
DEN040017,4,17,M2,2,302,317,,,,1,1,,,
DEN040018,4,18,S1,1,211,,,,,1,,,,
DEN040019,4,19,S2,2,105,107,,,,1,1,,,
DEN040020,4,20,S4,4,206,207,216,221,,1,1,1,1,
DEN050001,5,1,L1,1,503,,,,,1,,,,
DEN050002,5,2,S5,5,203,221,227,228,229,1,1,1,1,1
DEN050003,5,3,M1,1,311,,,,,1,,,,
DEN050004,5,4,M3,3,309,317,401,,,1,1,1,,
DEN050005,5,5,M1,1,301,,,,,1,,,,
DEN050006,5,6,M3,3,304,312,402,,,1,1,1,,
DEN050007,5,7,S1,1,109,,,,,1,,,,
DEN050008,5,8,S1,2,113,,,,,2,,,,
DEN050009,5,9,S2,2,104,225,,,,1,1,,,
DEN050010,5,10,M2,2,306,313,,,,1,1,,,
DEN050011,5,11,M1,1,316,,,,,1,,,,
DEN050012,5,12,M1,1,405,,,,,1,,,,
DEN050013,5,13,S1,1,224,,,,,1,,,,
DEN050014,5,14,S2,2,207,219,,,,1,1,,,
DEN050015,5,15,S1,3,112,,,,,3,,,,
DEN050016,5,16,S1,1,209,,,,,1,,,,
DEN050017,5,17,S1,1,220,,,,,1,,,,
DEN050018,5,18,L2,2,502,601,,,,1,1,,,
DEN050019,5,19,M1,1,305,,,,,1,,,,
DEN050020,5,20,S1,1,205,,,,,1,,,,
