sheet_no,session,box,pattern,total_amount,item1,item2,item3,item4,item5,amount1,amount2,amount3,amount4,amount5
DEN040017,4,17,xS4-5,5,101,108,206,211,225,1,1,1,1,1
DEN040018,4,18,xL1,1,501,,,,,1,,,,
DEN040019,4,19,xL1,1,402,,,,,1,,,,
DEN040020,4,20,xS2-3,3,107,221,223,,,1,1,1,,
DEN050001,5,1,xS1,1,218,,,,,1,,,,
DEN050002,5,2,xS2-3,3,216,305,310,,,1,1,1,,
DEN050003,5,3,xS1,1,103,,,,,1,,,,
DEN050004,5,4,xS1,1,226,,,,,1,,,,
DEN050005,5,5,xS1,1,108,,,,,1,,,,
DEN050006,5,6,xM2-5,5,301,302,306,308,403,1,1,1,1,1
DEN050007,5,7,xL1,1,501,,,,,1,,,,
DEN050008,5,8,xM2-5,3,303,309,401,,,1,1,1,,
DEN050009,5,9,xM1,1,311,,,,,1,,,,
DEN050010,5,10,xM1,1,312,,,,,1,,,,
DEN050011,5,11,xS1,1,102,,,,,1,,,,
DEN050012,5,12,xS1,1,223,,,,,1,,,,
DEN050013,5,13,xM1,1,304,,,,,1,,,,
DEN050014,5,14,xS2-3,3,101,207,208,,,1,1,1,,
DEN050015,5,15,xS1,1,219,,,,,1,,,,
DEN050016,5,16,xS1,1,224,,,,,1,,,,
DEN050017,5,17,xS2-3,2,109,205,,,,1,1,,,
DEN050018,5,18,xS4-5,5,106,107,202,209,211,1,1,1,1,1
DEN050019,5,19,xL1,1,404,,,,,1,,,,
DEN050020,5,20,xM1,1,307,,,,,1,,,,
