sheet_no,session,box,pattern,total_amount,item1,item2,item3,item4,item5,amount1,amount2,amount3,amount4,amount5
DEN050007,5,7,xS2-3,2,106,302,,,,1,1,,,
DEN050008,5,8,xS1,1,222,,,,,1,,,,
DEN050009,5,9,xS2-3,3,103,109,214,,,1,1,1,,
DEN050010,5,10,xL1,1,601,,,,,1,,,,
DEN050011,5,11,xS1,1,209,,,,,1,,,,
DEN050012,5,12,xS4-5,5,202,204,206,208,213,1,1,1,1,1
DEN050013,5,13,xM1,1,310,,,,,1,,,,
DEN050014,5,14,xM1,1,306,,,,,1,,,,
DEN050015,5,15,xM2-5,3,307,311,404,,,1,1,1,,
DEN050016,5,16,xS1,1,205,,,,,1,,,,
DEN050017,5,17,xM1,1,304,,,,,1,,,,
DEN050018,5,18,xS4-5,4,104,203,207,221,,1,1,1,1,
DEN050019,5,19,xS2-3,3,212,308,309,,,1,1,1,,
DEN050020,5,20,xS1,1,219,,,,,1,,,,
