sheet_no,session,box,pattern,total_amount,item1,item2,item3,item4,item5,amount1,amount2,amount3,amount4,amount5
DEN040012,4,12,xM1,1,303,,,,,1,,,,
DEN040013,4,13,xS2-3,2,305,306,,,,1,1,,,
DEN040014,4,14,xS1,1,225,,,,,1,,,,
DEN040015,4,15,xL1,1,404,,,,,1,,,,
DEN040016,4,16,xS2-3,3,224,302,311,,,1,1,1,,
DEN040017,4,17,xM1,1,310,,,,,1,,,,
DEN040018,4,18,xS2-3,3,101,105,212,,,1,1,1,,
DEN040019,4,19,xM2-5,2,304,308,,,,1,1,,,
DEN040020,4,20,xM1,1,307,,,,,1,,,,
DEN050001,5,1,xL1,1,403,,,,,1,,,,
DEN050002,5,2,xM2-5,4,304,306,310,404,,1,1,1,1,
DEN050003,5,3,xS1,1,210,,,,,1,,,,
DEN050004,5,4,xS2-3,3,212,213,216,,,1,1,1,,
DEN050005,5,5,xS1,1,208,,,,,1,,,,
DEN050006,5,6,xM2-5,3,307,311,402,,,1,1,1,,
DEN050007,5,7,xM1,1,303,,,,,1,,,,
DEN050008,5,8,xS2-3,2,217,220,,,,1,1,,,
DEN050009,5,9,xS1,1,209,,,,,1,,,,
DEN050010,5,10,xL1,1,601,,,,,1,,,,
DEN050011,5,11,xS1,1,206,,,,,1,,,,
DEN050012,5,12,xS1,1,226,,,,,1,,,,
DEN050013,5,13,xS4-5,4,101,105,202,214,,1,1,1,1,
DEN050014,5,14,xL1,1,401,,,,,1,,,,
DEN050015,5,15,xS1,1,224,,,,,1,,,,
DEN050016,5,16,xS2-3,3,203,205,215,,,1,1,1,,
DEN050017,5,17,xS2-3,2,107,305,,,,1,1,,,
DEN050018,5,18,xS1,1,106,,,,,1,,,,
DEN050019,5,19,xS2-3,3,204,222,308,,,1,1,1,,
DEN050020,5,20,xS2-3,3,201,225,312,,,1,1,1,,
