sheet_no,session,box,pattern,total_amount,item1,item2,item3,item4,item5,amount1,amount2,amount3,amount4,amount5
DEN030020,3,20,xL1,1,403,,,,,1,,,,
DEN040001,4,1,xS2-3,2,209,301,,,,1,1,,,
DEN040002,4,2,xM1,1,312,,,,,1,,,,
DEN040003,4,3,xL1,1,402,,,,,1,,,,
DEN040004,4,4,xL1,1,401,,,,,1,,,,
DEN040005,4,5,xL1,1,601,,,,,1,,,,
DEN040006,4,6,xS2-3,2,204,225,,,,1,1,,,
DEN040007,4,7,xS2-3,2,203,206,,,,1,1,,,
DEN040008,4,8,xS1,1,219,,,,,1,,,,
DEN040009,4,9,xS1,1,214,,,,,1,,,,
DEN040010,4,10,xS1,1,205,,,,,1,,,,
DEN040011,4,11,xL1,1,404,,,,,1,,,,
DEN040012,4,12,xS1,1,107,,,,,1,,,,
DEN040013,4,13,xS2-3,2,102,226,,,,1,1,,,
DEN040014,4,14,xS2-3,3,201,202,221,,,1,1,1,,
DEN040015,4,15,xS1,1,211,,,,,1,,,,
DEN040016,4,16,xM1,1,308,,,,,1,,,,
DEN040017,4,17,xS1,1,217,,,,,1,,,,
DEN040018,4,18,xS1,1,210,,,,,1,,,,
DEN040019,4,19,xM1,1,311,,,,,1,,,,
DEN040020,4,20,xS1,1,216,,,,,1,,,,
DEN050001,5,1,xS1,1,202,,,,,1,,,,
DEN050002,5,2,xS1,1,215,,,,,1,,,,
DEN050003,5,3,xS4-5,5,109,201,205,211,225,1,1,1,1,1
DEN050004,5,4,xM2-5,5,303,304,307,310,404,1,1,1,1,1
DEN050005,5,5,xS1,1,213,,,,,1,,,,
DEN050006,5,6,xS2-3,2,101,224,,,,1,1,,,
DEN050007,5,7,xS2-3,3,207,226,301,,,1,1,1,,
DEN050008,5,8,xS4-5,5,106,107,208,212,221,1,1,1,1,1
DEN050009,5,9,xS1,1,223,,,,,1,,,,
DEN050010,5,10,xL1,1,403,,,,,1,,,,
DEN050011,5,11,xS4-5,4,206,209,217,219,,1,1,1,1,
DEN050012,5,12,xL1,1,401,,,,,1,,,,
DEN050013,5,13,xS2-3,2,104,218,,,,1,1,,,
DEN050014,5,14,xS2-3,3,216,309,312,,,1,1,1,,
DEN050015,5,15,xM1,1,302,,,,,1,,,,
DEN050016,5,16,xS2-3,2,214,311,,,,1,1,,,
DEN050017,5,17,xS2-3,3,108,203,210,,,1,1,1,,
DEN050018,5,18,xS2-3,3,204,222,308,,,1,1,1,,
DEN050019,5,19,xS2-3,3,105,220,306,,,1,1,1,,
DEN050020,5,20,xS1,1,103,,,,,1,,,,
