sheet_no,session,box,pattern,total_amount,item1,item2,item3,item4,item5,amount1,amount2,amount3,amount4,amount5
DEN050002,5,2,xM2-5,4,302,305,310,401,,1,1,1,1,
DEN050003,5,3,xM1,1,301,,,,,1,,,,
DEN050004,5,4,xM1,1,307,,,,,1,,,,
DEN050005,5,5,xS2-3,3,203,209,210,,,1,1,1,,
DEN050006,5,6,xL1,1,403,,,,,1,,,,
DEN050007,5,7,xS4-5,5,103,108,216,218,220,1,1,1,1,1
DEN050008,5,8,xS2-3,3,211,215,309,,,1,1,1,,
DEN050009,5,9,xS2-3,2,110,308,,,,1,1,,,
DEN050010,5,10,xM1,1,312,,,,,1,,,,
DEN050011,5,11,xS4-5,5,101,102,202,208,219,1,1,1,1,1
DEN050012,5,12,xS2-3,3,107,213,311,,,1,1,1,,
DEN050013,5,13,xS4-5,4,109,201,205,206,,1,1,1,1,
DEN050014,5,14,xM1,1,303,,,,,1,,,,
DEN050015,5,15,xS1,1,212,,,,,1,,,,
DEN050016,5,16,xS1,1,207,,,,,1,,,,
DEN050017,5,17,xS2-3,3,204,214,225,,,1,1,1,,
DEN050018,5,18,xS2-3,2,104,221,,,,1,1,,,
DEN050019,5,19,xS4-5,5,105,106,222,223,224,1,1,1,1,1
