sheet_no,session,box,pattern,total_amount,item1,item2,item3,item4,item5,amount1,amount2,amount3,amount4,amount5
DEN020015,2,15,S1,1,226,,,,,1,,,,
DEN020016,2,16,M1,1,306,,,,,1,,,,
DEN020017,2,17,M1,1,403,,,,,1,,,,
DEN020018,2,18,L1,1,503,,,,,1,,,,
DEN020019,2,19,S3,3,213,222,224,,,1,1,1,,
DEN020020,2,20,S3,3,211,219,230,,,1,1,1,,
DEN030001,3,1,S1,1,231,,,,,1,,,,
DEN030002,3,2,S1,1,226,,,,,1,,,,
DEN030003,3,3,M1,1,302,,,,,1,,,,
DEN030004,3,4,M1,1,305,,,,,1,,,,
DEN030005,3,5,S1,1,211,,,,,1,,,,
DEN030006,3,6,M2,2,301,307,,,,1,1,,,
DEN030007,3,7,S2,3,113,114,,,,2,1,,,
DEN030008,3,8,M1,1,401,,,,,1,,,,
DEN030009,3,9,L2,2,601,602,,,,1,1,,,
DEN030010,3,10,M1,1,303,,,,,1,,,,
DEN030011,3,11,S3,3,102,115,227,,,1,1,1,,
DEN030012,3,12,MIX3,3,107,210,306,,,1,1,1,,
DEN030013,3,13,S1,10,110,,,,,10,,,,
DEN030014,3,14,M1,1,309,,,,,1,,,,
DEN030015,3,15,M1,1,310,,,,,1,,,,
DEN030016,3,16,S1,1,111,,,,,1,,,,
DEN030017,3,17,M1,1,308,,,,,1,,,,
DEN030018,3,18,S2,2,224,228,,,,1,1,,,
DEN030019,3,19,M1,1,403,,,,,1,,,,
DEN030020,3,20,S2,2,105,223,,,,1,1,,,
DEN040001,4,1,M1,1,402,,,,,1,,,,
DEN040002,4,2,M3,3,304,305,404,,,1,1,1,,
DEN040003,4,3,M2,2,306,314,,,,1,1,,,
DEN040004,4,4,M1,1,309,,,,,1,,,,
DEN040005,4,5,L2,2,601,602,,,,1,1,,,
DEN040006,4,6,S1,1,230,,,,,1,,,,
DEN040007,4,7,M1,1,401,,,,,1,,,,
DEN040008,4,8,S2,2,204,206,,,,1,1,,,
DEN040009,4,9,L2,2,502,503,,,,1,1,,,
DEN040010,4,10,S2,2,214,217,,,,1,1,,,
DEN040011,4,11,M1,1,313,,,,,1,,,,
DEN040012,4,12,S2,4,112,232,,,,3,1,,,
DEN040013,4,13,MIX2,2,221,316,,,,1,1,,,
DEN040014,4,14,M1,1,301,,,,,1,,,,
DEN040015,4,15,S1,1,209,,,,,1,,,,
DEN040016,4,16,S1,1,213,,,,,1,,,,
DEN040017,4,17,S2,2,103,107,,,,1,1,,,
DEN040018,4,18,M5,5,302,307,312,317,406,1,1,1,1,1
DEN040019,4,19,L1,1,501,,,,,1,,,,
DEN040020,4,20,M5,5,303,308,310,311,405,1,1,1,1,1
DEN050001,5,1,M2,2,314,402,,,,1,1,,,
DEN050002,5,2,S1,1,211,,,,,1,,,,
DEN050003,5,3,M4,4,304,317,403,404,,1,1,1,1,
DEN050004,5,4,S4,4,109,209,210,215,,1,1,1,1,
DEN050005,5,5,M5,5,302,306,311,315,406,1,1,1,1,1
DEN050006,5,6,S4,4,202,213,228,229,,1,1,1,1,
DEN050007,5,7,S3,3,107,223,227,,,1,1,1,,
DEN050008,5,8,S3,3,219,224,226,,,1,1,1,,
DEN050009,5,9,S2,2,106,115,,,,1,1,,,
DEN050010,5,10,M3,3,308,401,405,,,1,1,1,,
DEN050011,5,11,L3,3,501,502,602,,,1,1,1,,
DEN050012,5,12,M2,2,310,312,,,,1,1,,,
DEN050013,5,13,M1,1,305,,,,,1,,,,
DEN050014,5,14,S2,2,205,220,,,,1,1,,,
DEN050015,5,15,M2,2,303,309,,,,1,1,,,
DEN050016,5,16,M1,1,316,,,,,1,,,,
DEN050017,5,17,S3,4,113,207,222,,,2,1,1,,
DEN050018,5,18,M1,1,307,,,,,1,,,,
DEN050019,5,19,S3,3,102,108,114,,,1,1,1,,
DEN050020,5,20,M1,1,313,,,,,1,,,,
